,113567.SH,123105.SZ,128145.SZ,128040.SZ,123060.SZ,123125.SZ,113525.SH,128029.SZ,123123.SZ,128022.SZ,128069.SZ,128015.SZ,110056.SH,123139.SZ,123110.SZ,113642.SH,110038.SH,128046.SZ,128073.SZ,123027.SZ,113635.SH,123137.SZ,118001.SH,113502.SH,123023.SZ,123062.SZ,123097.SZ,127048.SZ,113620.SH,123045.SZ,123086.SZ,123084.SZ,128139.SZ,123073.SZ,113548.SH,113630.SH,123070.SZ,113599.SH,128013.SZ,128107.SZ,110071.SH,127013.SZ,113541.SH,113568.SH,127003.SZ,113550.SH,118002.SH,113036.SH,123024.SZ,110066.SH,113026.SH,128093.SZ,128103.SZ,123111.SZ,128096.SZ,123042.SZ,128094.SZ,127011.SZ,128113.SZ,123043.SZ,128050.SZ,113034.SH,113009.SH,110034.SH,113536.SH,123053.SZ,113607.SH,113528.SH,123081.SZ,110051.SH,123074.SZ,113614.SH,113603.SH,123028.SZ,128057.SZ,113580.SH,123102.SZ,123069.SZ,110033.SH,110041.SH,128018.SZ,123047.SZ,123051.SZ,123068.SZ,113014.SH,113572.SH,123030.SZ,113612.SH,123079.SZ,128051.SZ,123094.SZ,113012.SH,113508.SH,123033.SZ,128064.SZ,113509.SH,123066.SZ,123007.SZ,113040.SH,113611.SH,128032.SZ,127023.SZ,113543.SH,123058.SZ,110065.SH,113041.SH,113559.SH,110031.SH,113564.SH,128126.SZ,113557.SH,110069.SH,113038.SH,128052.SZ,113029.SH,113590.SH,113592.SH,128028.SZ,113583.SH,127008.SZ,128112.SZ,128065.SZ,128010.SZ,123055.SZ,123017.SZ,128115.SZ,113587.SH,128110.SZ,113035.SH,113556.SH,113586.SH,113008.SH,113032.SH,113520.SH,128019.SZ,128104.SZ,128102.SZ,113562.SH,123026.SZ,113581.SH,123036.SZ,113553.SH,113555.SH,123032.SZ,113020.SH,113521.SH,128058.SZ,128099.SZ,113571.SH,128098.SZ,128067.SZ,128043.SZ,113028.SH,113544.SH,128092.SZ,113547.SH,113554.SH,123037.SZ,128084.SZ,110042.SH,113019.SH,123020.SZ,113031.SH,113514.SH,113518.SH,123041.SZ,128045.SZ,128086.SZ,113022.SH,123040.SZ,128088.SZ,113558.SH,128089.SZ,128059.SZ,113552.SH,128080.SZ,113551.SH,128077.SZ,128054.SZ,113515.SH,113511.SH,113503.SH,128012.SZ,113531.SH,123021.SZ,110050.SH,128055.SZ,113517.SH,128016.SZ,123019.SZ,113510.SH,113540.SH,110046.SH,123009.SZ,110054.SH,128038.SZ,123016.SZ,113539.SH,128061.SZ,113522.SH,113538.SH,128060.SZ,123003.SZ,113523.SH,128068.SZ,128020.SZ,113533.SH,110049.SH,110030.SH,113529.SH,113507.SH,128047.SZ,127009.SZ,123001.SZ,128027.SZ,127010.SZ,113015.SH,128024.SZ,110040.SH,113513.SH,113018.SH,123006.SZ,113506.SH,123008.SZ,113512.SH,110032.SH,113010.SH,123005.SZ,110039.SH,128011.SZ,128009.SZ,110035.SH,113501.SH,113007.SH,110023.SH,128007.SZ,128008.SZ,125089.SZ,126729.SZ,110029.SH,128002.SZ,128005.SZ,110012.SH,113006.SH,110011.SH,110019.SH,110028.SH,128006.SZ,110020.SH,113001.SH,110022.SH,110018.SH,110027.SH,113002.SH,110015.SH,110017.SH,127002.SZ,113005.SH,110025.SH,128004.SZ,110024.SH,113003.SH,128003.SZ,128001.SZ,110007.SH,110016.SH,125887.SZ,110003.SH,129031.SZ,125731.SZ,110009.SH
2017/1/19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.4434,,,,,,25.8275,,,,,,,,,,,,,,,,,,6.3781,13.2648,,,,,,,,,,,,,,,24.0921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.5758,,,,,,,,,,,,,,,20.5388,,,,,,,,,45.0267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.7066,,,,,,,,,,,,,,,,,,,,,,,,,,43.8859,,,,,78.4494,,,,,,,,,,,,25.4619,34.2113,,,13.203,17.2443,11.5157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017/1/20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.7789,,,,,,25.2867,,,,,,,,,,,,,,,,,,6.4717,12.431,,,,,,,,,,,,,,,22.4413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.8921,,,,,,,,,,,,,,,20.2534,,,,,,,,,45.0267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.6502,,,,,,,,,,,,,,,,,,,,,,,,,,43.4992,,,,,75.0183,,,,,,,,,,,,25.4945,35.1422,,,13.2281,16.7734,10.7086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017/1/23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.6798,,,,,,24.7388,,,,,,,,,,,,,,,,,,6.751,12.3944,,,,,,,,,,,,,,,21.9763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.5137,,,,,,,,,,,,,,,18.894,,,,,,,,,45.0267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.51,,,,,,,,,,,,,,,,,,,,,,,,,,42.9235,,,,,72.6197,,,,,,,,,,,,23.5378,36.0552,,,12.6975,16.6736,11.1068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017/1/24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.0247,,,,,,23.4095,,,,,,,,,,,,,,,,,,7.3942,13.4128,,,,,,,,,,,,,,,22.0966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.3977,,,,,,,,,,,,,,,23.1082,,,,,,,,,45.0267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.6117,,,,,,,,,,,,,,,,,,,,,,,,,,42.498,,,,,73.5404,,,,,,,,,,,,22.7612,38.5803,,,12.2795,17.4201,10.9347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017/1/25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.1884,,,,,,24.2255,,,,,,,,,,,,,,,,,,7.2994,13.7018,,,,,,,,,,,,,,,21.9513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.3196,,,,,,,,,,,,,,,21.9643,,,,,,,,,45.0267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.9198,,,,,,,,,,,,,,,,,,,,,,,,,,42.1247,,,,,71.0958,,,,,,,,,,,,24.0434,38.3355,,,13.5052,18.0503,9.619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017/1/26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.7337,,,,,,23.6992,,,,,,,,,,,,,,,,,,6.7902,12.6907,,,,,,,,,,,,,,,21.8104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.7083,,,,,,,,,,,,,,,18.4915,,,,,,,,,45.0267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.4205,,,,,,,,,,,,,,,,,,,,,,,,,,42.5577,,,,,71.6632,,,,,,,,,,,,22.3421,37.9888,,,12.5667,16.8574,10.152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017/2/3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.5292,,,,,,23.8379,,,,,,,,,,,,,,,,,,6.5815,11.5796,,,,,,,,,,,,,,,21.2189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.9077,,,,,,,,,,,,,,,17.3201,,,,,,,,,44.3943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.6995,,,,,,,,,,,,,,,,,,,,,,,,,,41.8657,,,,,69.2665,,,,,,,,,,,,21.865,37.7314,,,11.5597,16.4962,10.087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017/2/6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.2693,,,,,,23.7779,,,,,,,,,,,,,,,,,,4.9431,11.4208,,,,,,,,,,,,,,,19.4875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.1817,,,,,,,,,,,,,,,14.3097,,,,,,,,,44.3943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.7853,,,,,,,,,,,,,,,,,,,,,,,,,,41.5198,,,,,68.3293,,,,,,,,,,,,19.7247,36.1473,,,9.9261,15.8313,8.9349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017/2/7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.4592,,,,,,24.21,,,,,,,,,,,,,,,,,,5.3024,11.5607,,,,,,,,,,,,,,,20.1742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.952,,,,,,,,,,,,,,,14.6341,,,,,,,,,44.3943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.5506,,,,,,,,,,,,,,,,,,,,,,,,,,40.8565,,,,,68.313,,,,,,,,,,,,16.7279,36.6766,,,9.4185,13.6118,8.4266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017/2/8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.5277,,,,,,23.8786,,,,,,,,,,,,,,,,,,5.1402,9.1926,,,,,,,,,,,,,,,19.8117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.6287,,,,,,,,,,,,,,,14.7287,,,,,,,,,44.3943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.0347,,,,,,,,,,,,,,,,,,,,,,,,,,40.7016,,,,,68.2704,,,,,,,,,,,,17.2497,36.4084,,,9.3462,11.9168,8.2484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017/2/9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.2755,,,,,,23.5543,,,,,,,,,,,,,,,,,,5.0287,9.8858,,,,,,,,,,,,,,,19.3383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.7786,,,,,,,,,,,,,,,15.3274,,,,,,,,,44.3943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.4363,,,,,,,,,,,,,,,,,,,,,,,,,,40.5925,,,,,66.8773,,,,,,,,,,,,15.795,35.4559,,,6.9671,11.7564,8.6971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017/2/10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.9776,,,,,,23.3109,,,,,,,,,,,,,,,,,,5.3713,10.6567,,,,,,,,,,,,,,,17.3424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.3183,,,,,,,,,,,,,,,17.3313,,,,,,,,,44.3943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.2478,,,,,,,,,,,,,,,,,,,,,,,,,,40.7372,,,,,68.566,,,,,,,,,,,,15.4478,35.9342,,,8.1802,11.9107,8.7093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017/2/13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.264,,,,,,22.8807,,,,,,,,,,,,,,,,,,4.3343,12.257,,,,,,,,,,,,,,,18.2172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.4185,,,,,,,,,,,,,,,14.5151,,,,,,,,,44.3943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.5163,,,,,,,,,,,,,,,,,,,,,,,,,,40.3146,,,,,69.0857,,,,,,,,,,,,15.0497,36.4809,,,7.8427,13.2638,8.6007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017/2/14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.5522,,,,,,22.968,,,,,,,,,,,,,,,,,,4.2629,11.5289,,,,,,,,,,,,,,,18.7227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.999,,,,,,,,,,,,,,,14.5298,,,,,,,,,44.3943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.2662,,,,,,,,,,,,,,,,,,,,,,,,,,40.5046,,,,,65.134,,,,,,,,,,,,13.6279,37.1852,,,7.6146,12.3385,8.9394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017/2/15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.536,,,,,,24.1125,,,,,,,,,,,,,,,,,,4.5591,13.7973,,,,,,,,,,,,,,,19.2742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.285,,,,,,,,,,,,,,,16.0553,,,,,,,,,44.3943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.1902,,,,,,,,,,,,,,,,,,,,,,,,,,41.5199,,,,,66.6424,,,,,,,,,,,,16.7945,36.6729,,,8.7574,10.3928,9.7954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017/2/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.9056,,,,,,23.2509,,,,,,,,,,,,,,,,,,3.4511,16.3305,,,,,,,,,,,,,,,17.2421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.136,,,,,,,,,,,,,,,15.2776,,,,,,,,,44.3943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.783,,,,,,,,,,,,,,,,,,,,,,,,,,40.964,,,,,67.8647,,,,,,,,,,,,15.9573,35.2687,,,8.3111,9.7187,8.6854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017/2/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.6878,,,,,,23.5541,,,,,,,,,,,,,,,,,,4.302,14.3128,,,,,,,,,,,,,,,17.3834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.8079,,,,,,,,,,,,,,,17.3368,,,,,,,,,44.3943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.5023,,,,,,,,,,,,,,,,,,,,,,,,,,41.1877,,,,,68.6255,,,,,,,,,,,,15.6046,35.9888,,,9.2115,11.5609,9.1219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017/2/20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.065,,,,,,22.4749,,,,,,,,,,,,,,,,,,2.1099,14.4145,,,,,,,,,,,,,,,15.8292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.6679,,,,,,,,,,,,,,,14.9673,,,,,,,,,44.3943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.8417,,,,,,,,,,,,,,,,,,,,,,,,,,40.0944,,,,,66.9079,,,,,,,,,,,,16.2945,32.0536,,,7.3426,9.8165,7.5144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
